step,loss,elapsed_s
0,1.1892757415771484,3.498478412628174
1,1.4561388492584229,6.647221565246582
2,1.1083958148956299,6.660227537155151
3,0.9463289976119995,6.675231456756592
4,1.034066915512085,6.689238786697388
5,1.0018208026885986,6.704224109649658
6,0.9395167827606201,6.7183473110198975
7,1.1200681924819946,6.734095811843872
