
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    127.0.0.1:8080         127.0.0.1:62144        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62173        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62185        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62304        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62322        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62469        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62590        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62683        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62715        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62719        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62763        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:62835        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63013        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63082        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63128        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63329        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63354        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63374        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63467        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63469        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63559        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63657        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63832        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63839        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:63989        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64036        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64067        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64101        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64345        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64370        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64445        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64463        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64475        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64537        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64575        TIME_WAIT       0
  TCP    127.0.0.1:8080         127.0.0.1:64754        TIME_WAIT       0
